,CaseID,Address,Street,Neighborhood,Point,point_geom
14823,17138924,"934 BRANNAN ST, SAN FRANCISCO, CA, 94103",BRANNAN ST,Showplace Square,"(37.7711778, -122.4066262)",POINT (-122.4066262 37.7711778)
14824,17143910,Intersection of BUSH ST and TAYLOR ST,BUSH ST,Lower Nob Hill,"(37.78987427, -122.41208801)",POINT (-122.412088012 37.789874268)
14825,17151667,"1000 SAN JOSE AVE, SAN FRANCISCO, CA, 94131 (Virtual)",SAN JOSE AVE,Fairmount,"(37.739866, -122.4243069)",POINT (-122.4243069 37.739866)
14826,17135817,Intersection of ADA CT and OFARRELL ST,ADA CT,Tenderloin,"(37.7854693, -122.415707)",POINT (-122.415707 37.7854693)
14827,17149295,"72 PERRY ST, SAN FRANCISCO, CA, 94107",PERRY ST,South of Market,"(37.7825037, -122.3965957)",POINT (-122.3965957 37.7825037)
14828,17149112,"3372 25TH ST, SAN FRANCISCO, CA, 94110",25TH ST,Mission,"(37.7508242, -122.4176436)",POINT (-122.4176436 37.7508242)
14830,17136433,"750 EDDY ST, SAN FRANCISCO, CA, 94109",EDDY ST,Tenderloin,"(37.7834857, -122.4200382)",POINT (-122.4200382 37.7834857)
14831,17147805,"1800 HAIGHT ST, SAN FRANCISCO, CA, 94117",HAIGHT ST,Haight Ashbury,"(37.76949493, -122.45203517)",POINT (-122.452035168 37.769494925)
14832,17136618,Intersection of I-80 W ON RAMP and 4TH ST,I-80 W ON RAMP,South of Market,"(37.7808484, -122.3995892)",POINT (-122.3995892 37.7808484)
14833,17143537,"405 DAVIS CT, SAN FRANCISCO, CA, 94111",DAVIS CT,Northern Waterfront,"(37.7963, -122.3984165)",POINT (-122.3984165 37.7963)
14834,17138554,"721 SHOTWELL ST, SAN FRANCISCO, CA, 94110",SHOTWELL ST,Mission,"(37.7566808, -122.4153472)",POINT (-122.4153472 37.7566808)
14835,17148538,"425 2ND ST, SAN FRANCISCO, CA, 94107",2ND ST,Rincon Hill,"(37.78386759, -122.39470506)",POINT (-122.394705063 37.783867587)
14836,17151789,"155 FULTON ST, SAN FRANCISCO, CA, 94102",FULTON ST,Civic Center,"(37.77982813, -122.41607979)",POINT (-122.416079789 37.779828125)
14837,17150479,"1530 GALVEZ AVE, SAN FRANCISCO, CA, 94124",GALVEZ AVE,Bayview,"(37.74087902, -122.38767639)",POINT (-122.38767639 37.740879022)
14838,17150526,Intersection of ALAMEDA ST and BRYANT ST,ALAMEDA ST,Mission,"(37.76833248, -122.41077054)",POINT (-122.410770543 37.768332477)
14840,17143747,"3503 23RD ST, SAN FRANCISCO, CA, 94110",23RD ST,Dolores Heights,"(37.75350115, -122.42159675)",POINT (-122.421596751 37.753501155)
14841,17146542,"2235 BROADWAY, SAN FRANCISCO, CA, 94123",BROADWAY,Pacific Heights,"(37.7941894, -122.4339086)",POINT (-122.4339086 37.7941894)
14842,17147816,"649 MCALLISTER ST, SAN FRANCISCO, CA, 94102",MCALLISTER ST,Civic Center,"(37.77978838, -122.42277358)",POINT (-122.422773577 37.779788376)
14843,17135518,"109 ASHBURY ST, SAN FRANCISCO, CA, 94117",ASHBURY ST,Panhandle,"(37.77443751, -122.44777231)",POINT (-122.447772311 37.774437508)
14844,17138662,"4160 17TH ST, SAN FRANCISCO, CA, 94114",17TH ST,Corona Heights,"(37.762499, -122.438686)",POINT (-122.438686 37.762499)
14845,17143529,"24 FELTON ST, SAN FRANCISCO, CA, 94134",FELTON ST,Portola,"(37.72985126, -122.40505916)",POINT (-122.405059159 37.729851258)
14846,17138055,Intersection of 10TH ST and MINNA ST,10TH ST,South of Market,"(37.77488105, -122.41531302)",POINT (-122.415313021 37.774881049)
14849,17153374,"98 LILAC ST, SAN FRANCISCO, CA, 94110 (Virtual)",LILAC ST,Mission,"(37.7507821, -122.4178297)",POINT (-122.417829702 37.750782101)
14850,17135734,"434 SHOTWELL ST, SAN FRANCISCO, CA, 94110",SHOTWELL ST,Mission,"(37.76133155, -122.41605992)",POINT (-122.416059924 37.76133155)
14851,17149060,Intersection of TAYLOR ST and EDDY ST,TAYLOR ST,Tenderloin,"(37.7841524, -122.4109848)",POINT (-122.4109848 37.7841524)
14853,17148406,"479 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.78046569, -122.40723554)",POINT (-122.40723554 37.780465694)
14855,17138301,"582 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.77882406, -122.40960561)",POINT (-122.409605607 37.778824062)
14856,17139751,"50 GOUGH ST, SAN FRANCISCO, CA, 94103",GOUGH ST,South of Market,"(37.77281522, -122.42151309)",POINT (-122.421513086 37.77281522)
14858,17139338,"532 NOE ST, SAN FRANCISCO, CA, 94114",NOE ST,Castro,"(37.76055333, -122.43274667)",POINT (-122.432746667 37.760553333)
14859,17146775,"120 OCTAVIA ST, SAN FRANCISCO, CA, 94102",OCTAVIA ST,Lower Haight,"(37.77320622, -122.42361848)",POINT (-122.423618481 37.773206218)
14861,17142036,"2390 MARKET ST, SAN FRANCISCO, CA, 94114",MARKET ST,Duboce Triangle,"(37.76294667, -122.43501086)",POINT (-122.435010862 37.762946666)
14862,17136553,"2390 MARKET ST, SAN FRANCISCO, CA, 94114",MARKET ST,Duboce Triangle,"(37.76293414, -122.43495773)",POINT (-122.434957734 37.762934144)
14863,17149680,"448 BRANNAN ST, SAN FRANCISCO, CA, 94107",BRANNAN ST,South of Market,"(37.7793017, -122.3956884)",POINT (-122.3956884 37.7793017)
14864,17141176,"2135 BUCHANAN ST, SAN FRANCISCO, CA, 94115",BUCHANAN ST,Pacific Heights,"(37.78985978, -122.43081275)",POINT (-122.430812751 37.789859776)
14865,17145147,"142 10TH ST, SAN FRANCISCO, CA, 94103",10TH ST,South of Market,"(37.77468667, -122.415205)",POINT (-122.415205 37.774686667)
14867,17135534,"1860 GROVE ST, SAN FRANCISCO, CA, 94117",GROVE ST,Panhandle,"(37.77471216, -122.44695321)",POINT (-122.446953213 37.774712162)
14868,17139980,"820 MONTGOMERY ST, SAN FRANCISCO, CA, 94133",MONTGOMERY ST,North Beach,"(37.79677053, -122.40320056)",POINT (-122.403200556 37.796770532)
14871,17135066,"180 REDWOOD ST, SAN FRANCISCO, CA, 94102",REDWOOD ST,Civic Center,"(37.7807657, -122.4199523)",POINT (-122.4199523 37.7807657)
14872,17149522,"461 JESSIE ST, SAN FRANCISCO, CA, 94103",JESSIE ST,South of Market,"(37.7817512, -122.4085684)",POINT (-122.4085684 37.7817512)
14873,17152587,"2380 MARKET ST, SAN FRANCISCO, CA, 94114",MARKET ST,Duboce Triangle,"(37.76315076, -122.43473031)",POINT (-122.434730311 37.763150756)
14874,17136515,Intersection of ORD ST and 17TH ST,ORD ST,Eureka Valley,"(37.7621916, -122.4401883)",POINT (-122.4401883 37.7621916)
14875,17150530,Intersection of 21ST ST and SHOTWELL ST,21ST ST,Mission,"(37.7572376, -122.4156569)",POINT (-122.4156569 37.7572376)
14877,17149550,"225 WHITNEY ST, SAN FRANCISCO, CA, 94131",WHITNEY ST,Fairmount,"(37.7384, -122.4272)",POINT (-122.4272 37.7384)
14878,17140071,"21 MERLIN ST, SAN FRANCISCO, CA, 94107",MERLIN ST,South of Market,"(37.7784227, -122.4019183)",POINT (-122.4019183 37.7784227)
14879,17153468,"1 WATERLOO ST, SAN FRANCISCO, CA, 94124 (Virtual)",WATERLOO ST,Apparel City,"(37.73904198, -122.40570773)",POINT (-122.40570773 37.739041985)
14880,17151918,"851 7TH ST, SAN FRANCISCO, CA, 94107",7TH ST,Mission Bay,"(37.77017763, -122.39909035)",POINT (-122.399090353 37.770177628)
14882,17144015,Intersection of 8TH ST and TEHAMA ST,8TH ST,South of Market,"(37.7758081, -122.4110903)",POINT (-122.4110903 37.7758081)
14883,17138419,"435 11TH ST, SAN FRANCISCO, CA, 94103",11TH ST,South of Market,"(37.77011518, -122.41205582)",POINT (-122.412055817 37.770115179)
14885,17142046,"1710 JACKSON ST, SAN FRANCISCO, CA, 94109",JACKSON ST,Pacific Heights,"(37.79397911, -122.42341214)",POINT (-122.423412137 37.79397911)
14886,17139311,"532 NOE ST, SAN FRANCISCO, CA, 94114",NOE ST,Castro,"(37.76055333, -122.43274667)",POINT (-122.432746667 37.760553333)
14887,17136429,"470 TREAT AVE, SAN FRANCISCO, CA, 94110",TREAT AVE,Mission,"(37.7626947, -122.41383612)",POINT (-122.413836122 37.762694699)
14888,17144092,"4630 GEARY BLVD, SAN FRANCISCO, CA, 94118",GEARY BLVD,Inner Richmond,"(37.78083053, -122.46880528)",POINT (-122.468805276 37.780830529)
14889,17143266,"277 7TH ST, SAN FRANCISCO, CA, 94103",7TH ST,South of Market,"(37.77703365, -122.40801156)",POINT (-122.408011556 37.777033648)
14890,17150832,"4605 GEARY BLVD, SAN FRANCISCO, CA, 94118",GEARY BLVD,Inner Richmond,"(37.78079804, -122.46875795)",POINT (-122.468757948 37.780798037)
14891,17141504,"1319 PINE ST, SAN FRANCISCO, CA, 94109",PINE ST,Lower Nob Hill,"(37.78993498, -122.41744737)",POINT (-122.417447373 37.789934983)
14892,17137513,"3100 19TH ST, SAN FRANCISCO, CA, 94110",19TH ST,Mission,"(37.7607545, -122.4128869)",POINT (-122.4128869 37.7607545)
14893,17139580,"420 SHOTWELL ST, SAN FRANCISCO, CA, 94110",SHOTWELL ST,Mission,"(37.76170711, -122.41623749)",POINT (-122.416237487 37.761707106)
14894,17136854,"3545 WEBSTER ST, SAN FRANCISCO, CA, 94123",WEBSTER ST,Marina,"(37.80355617, -122.43525156)",POINT (-122.435251561 37.803556173)
14895,17136769,"799 VAN NESS AVE, SAN FRANCISCO, CA, 94102",VAN NESS AVE,Cathedral Hill,"(37.7825571, -122.4210812)",POINT (-122.4210812 37.7825571)
14896,17150216,Intersection of PINE ST and HYDE ST,PINE ST,Lower Nob Hill,"(37.7900026, -122.41721302)",POINT (-122.41721302 37.7900026)
14897,17151002,Intersection of OAK ST and SHRADER ST,OAK ST,Panhandle,"(37.77120208, -122.45225523)",POINT (-122.452255234 37.771202085)
14898,17152477,"300 INDUSTRIAL ST, SAN FRANCISCO, CA, 94124 (Virtual)",INDUSTRIAL ST,Apparel City,"(37.73804196, -122.4070893)",POINT (-122.407089298 37.73804196)
14899,17149155,"2398 MARKET ST, SAN FRANCISCO, CA, 94114",MARKET ST,Corona Heights,"(37.762738, -122.4352084)",POINT (-122.4352084 37.762738)
14900,17150806,"3208 SCOTT ST, SAN FRANCISCO, CA, 94123",SCOTT ST,Marina,"(37.7994714, -122.44099768)",POINT (-122.440997679 37.799471402)
14901,17134598,Intersection of GORDON ST and END (000 BLOCK OF),GORDON ST,South of Market,"(37.77335707, -122.41038417)",POINT (-122.410384168 37.773357072)
14904,17150712,Intersection of 3RD AVE and GEARY BLVD,3RD AVE,Inner Richmond,"(37.7811079, -122.4610817)",POINT (-122.4610817 37.7811079)
14905,17149047,Intersection of POST ST and SHANNON ST,POST ST,Lower Nob Hill,"(37.7877903, -122.4125444)",POINT (-122.4125444 37.7877903)
14906,17153444,Intersection of NATOMA ST and 8TH ST,NATOMA ST,South of Market,"(37.77670857, -122.41196461)",POINT (-122.41196461 37.776708568)
14907,17139720,"2380 MARKET ST, SAN FRANCISCO, CA, 94114",MARKET ST,Duboce Triangle,"(37.76309692, -122.43475267)",POINT (-122.43475267 37.763096924)
14908,17152009,"97 STATES ST, SAN FRANCISCO, CA, 94114",STATES ST,Corona Heights,"(37.7628651, -122.4372756)",POINT (-122.4372756 37.7628651)
14910,17143803,"112 PAGE ST, SAN FRANCISCO, CA, 94102",PAGE ST,Lower Haight,"(37.77399918, -122.42257134)",POINT (-122.422571344 37.773999176)
14911,17138155,Intersection of SPEAR ST and END (400 BLOCK OF),SPEAR ST,Rincon Hill,"(37.7879907, -122.38838801)",POINT (-122.388388005 37.787990696)
14912,17151041,"851 7TH ST, SAN FRANCISCO, CA, 94107",7TH ST,Mission Bay,"(37.77047844, -122.39922245)",POINT (-122.399222448 37.77047844)
14913,17135524,"778 SHOTWELL ST, SAN FRANCISCO, CA, 94110",SHOTWELL ST,Mission,"(37.7559132, -122.4158224)",POINT (-122.4158224 37.7559132)
14914,17147506,"1100 25TH ST, SAN FRANCISCO, CA, 94107",25TH ST,Central Waterfront,"(37.75288851, -122.38991088)",POINT (-122.389910877 37.752888509)
14915,17148515,Intersection of REVERE AVE and ARELIOUS WALKER DR,REVERE AVE,Hunters Point,"(37.72535743, -122.37898048)",POINT (-122.37898048 37.72535743)
14917,17149246,"506 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.7799655, -122.4082198)",POINT (-122.4082198 37.7799655)
14918,17148774,Intersection of CRISSY FIELD AVE and LINCOLN BLVD,CRISSY FIELD AVE,Presidio National Park,"(37.80475777, -122.46275093)",POINT (-122.46275093 37.804757774)
14919,17138170,"147 10TH ST, SAN FRANCISCO, CA, 94103",10TH ST,South of Market,"(37.77476916, -122.41510428)",POINT (-122.415104279 37.774769161)
14920,17150091,"3000 17TH ST, SAN FRANCISCO, CA, 94110",17TH ST,Mission,"(37.764076, -122.41320198)",POINT (-122.413201985 37.764075997)
14922,17143687,"799 VAN NESS AVE, SAN FRANCISCO, CA, 94102",VAN NESS AVE,Cathedral Hill,"(37.78256552, -122.42096685)",POINT (-122.420966854 37.782565521)
14923,17139940,"1174 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.77658985, -122.41111904)",POINT (-122.411119044 37.776589847)
14924,17152786,"95 GOUGH ST, SAN FRANCISCO, CA, 94102",GOUGH ST,Lower Haight,"(37.7739318, -122.4226469)",POINT (-122.4226469 37.7739318)
14925,17141718,"200 LARCH ST, SAN FRANCISCO, CA, 94102",LARCH ST,Cathedral Hill,"(37.78250577, -122.42092833)",POINT (-122.420928335 37.782505766)
14926,17152260,"399 DAVIS ST, SAN FRANCISCO, CA, 94111",DAVIS ST,Financial District,"(37.79592553, -122.39816537)",POINT (-122.398165366 37.795925534)
14927,17134585,"964 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.78041349, -122.4063769)",POINT (-122.406376898 37.780413491)
14928,17148165,"1390 BUSH ST, SAN FRANCISCO, CA, 94109",BUSH ST,Lower Nob Hill,"(37.78879402, -122.42015246)",POINT (-122.420152464 37.788794018)
14929,17153040,Intersection of AUSTIN ST and VAN NESS AVE,AUSTIN ST,Lower Nob Hill,"(37.78902915, -122.42180027)",POINT (-122.421800271 37.78902915)
14930,17134989,"400 TREAT AVE, SAN FRANCISCO, CA, 94110",TREAT AVE,Mission,"(37.76348784, -122.41358623)",POINT (-122.413586226 37.763487842)
14932,17135521,"2498 FOLSOM ST, SAN FRANCISCO, CA, 94110",FOLSOM ST,Mission,"(37.7575506, -122.4151489)",POINT (-122.4151489 37.7575506)
14933,17140720,"3000 17TH ST, SAN FRANCISCO, CA, 94110",17TH ST,Mission,"(37.76407167, -122.41316167)",POINT (-122.413161667 37.764071667)
14934,17138050,"50 WASHBURN ST, SAN FRANCISCO, CA, 94103",WASHBURN ST,South of Market,"(37.77526525, -122.41428751)",POINT (-122.414287506 37.775265253)
14935,17142398,"851 7TH ST, SAN FRANCISCO, CA, 94107",7TH ST,Mission Bay,"(37.77035171, -122.39933852)",POINT (-122.399338519 37.770351706)
14936,17146016,"688 MCALLISTER ST, SAN FRANCISCO, CA, 94102",MCALLISTER ST,Civic Center,"(37.77976347, -122.42316049)",POINT (-122.423160486 37.779763467)
14937,17140958,"1320 SUTTER ST, SAN FRANCISCO, CA, 94109",SUTTER ST,Cathedral Hill,"(37.7879988, -122.422495)",POINT (-122.422495 37.7879988)
14939,17143374,"181 STILLMAN ST, SAN FRANCISCO, CA, 94107",STILLMAN ST,South of Market,"(37.7802425, -122.3979963)",POINT (-122.3979963 37.7802425)
14940,17145033,"508 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.7799655, -122.4082198)",POINT (-122.4082198 37.7799655)
14941,17145323,"145 10TH ST, SAN FRANCISCO, CA, 94103",10TH ST,South of Market,"(37.77472271, -122.41508099)",POINT (-122.415080995 37.774722706)
14942,17140753,"724 ELLIS ST, SAN FRANCISCO, CA, 94109",ELLIS ST,Tenderloin,"(37.78429496, -122.41811675)",POINT (-122.418116751 37.784294956)
14943,17141666,Intersection of MISSION BAY BLVD SOUTH and MERRIMAC ST,MISSION BAY BLVD SOUTH,Mission Bay,"(37.77033098, -122.39284817)",POINT (-122.392848171 37.770330981)
14944,17152250,"76 GERMANIA ST, SAN FRANCISCO, CA, 94117",GERMANIA ST,Duboce Triangle,"(37.77080963, -122.42976659)",POINT (-122.429766588 37.770809627)
14947,17146746,"3372 25TH ST, SAN FRANCISCO, CA, 94110",25TH ST,Mission,"(37.750816, -122.417641)",POINT (-122.417641 37.750816)
14949,17144007,"480 CASTRO ST, SAN FRANCISCO, CA, 94114",CASTRO ST,Castro,"(37.76119352, -122.43522617)",POINT (-122.435226167 37.761193522)
14950,17142862,"895 OFARRELL ST, SAN FRANCISCO, CA, 94109",OFARRELL ST,Tenderloin,"(37.78482044, -122.4193011)",POINT (-122.419301103 37.784820436)
14951,17146708,"1321 PINE ST, SAN FRANCISCO, CA, 94109",PINE ST,Lower Nob Hill,"(37.7898464, -122.4176086)",POINT (-122.4176086 37.7898464)
14952,17153859,Intersection of BERRY EXTENSION ST and BERRY ST,BERRY EXTENSION ST,Mission Bay,"(37.77051062, -122.39939411)",POINT (-122.399394105 37.77051062)
14953,17138158,"3201 VAN NESS AVE, SAN FRANCISCO, CA, 94109",VAN NESS AVE,Aquatic Park / Ft. Mason,"(37.80490461, -122.42553055)",POINT (-122.425530553 37.80490461)
14954,17150121,"1111 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.77900108, -122.41103858)",POINT (-122.411038578 37.779001079)
14955,17153233,"20 BURR AVE, SAN FRANCISCO, CA, 94134",BURR AVE,Visitacion Valley,"(37.70987582, -122.41462357)",POINT (-122.414623575 37.709875822)
14956,17148819,"13 3RD ST, SAN FRANCISCO, CA, 94103",3RD ST,South of Market,"(37.76920745, -122.41363241)",POINT (-122.413632407 37.769207452)
14957,17148584,"2249 BROADWAY, SAN FRANCISCO, CA, 94123",BROADWAY,Pacific Heights,"(37.79435781, -122.43405706)",POINT (-122.434057059 37.794357812)
14958,17153877,"1024 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.78062124, -122.40940209)",POINT (-122.409402095 37.780621243)
14959,17151301,"667 MCALLISTER ST, SAN FRANCISCO, CA, 94102",MCALLISTER ST,Civic Center,"(37.77981666, -122.42304215)",POINT (-122.423042146 37.77981666)
14961,17139330,"1467 UTAH ST, SAN FRANCISCO, CA, 94110 (Virtual)",UTAH ST,Potrero Hill,"(37.75147751, -122.40504686)",POINT (-122.405046858 37.751477509)
14962,17146444,"341 TOWNSEND ST, SAN FRANCISCO, CA, 94107",TOWNSEND ST,Mission Bay,"(37.77649526, -122.39572847)",POINT (-122.395728469 37.776495264)
14963,17136450,Intersection of TREAT AVE and 18TH ST,TREAT AVE,Mission,"(37.76209307, -122.41410912)",POINT (-122.414109119 37.762093065)
14965,17146090,"5 LELAND AVE, SAN FRANCISCO, CA, 94134",LELAND AVE,Visitacion Valley,"(37.71109727, -122.40402375)",POINT (-122.404023752 37.711097269)
14966,17151900,Intersection of 17TH ST and ALABAMA ST,17TH ST,Mission,"(37.76434091, -122.41221223)",POINT (-122.412212229 37.764340913)
14967,17152975,"417 IVY ST, SAN FRANCISCO, CA, 94102",IVY ST,Hayes Valley,"(37.7770058, -122.4250805)",POINT (-122.4250805 37.7770058)
14969,17144955,"585 GEARY ST, SAN FRANCISCO, CA, 94102",GEARY ST,Tenderloin,"(37.7866887, -122.4128695)",POINT (-122.4128695 37.7866887)
14970,17134877,"900 VERMONT ST, SAN FRANCISCO, CA, 94107",VERMONT ST,Potrero Hill,"(37.7586591, -122.4040389)",POINT (-122.4040389 37.7586591)
14972,17145301,"780 TURK ST, SAN FRANCISCO, CA, 94102",TURK ST,Cathedral Hill,"(37.78182895, -122.42194142)",POINT (-122.421941422 37.781828949)
14973,17144430,"800 46TH AVE, SAN FRANCISCO, CA, 94121",46TH AVE,Outer Richmond,"(37.77329809, -122.50672432)",POINT (-122.506724325 37.773298089)
14974,17150709,"18 WOODWARD ST, SAN FRANCISCO, CA, 94103",WOODWARD ST,Mission,"(37.76954466, -122.42097529)",POINT (-122.42097529 37.769544662)
14976,17136512,"1999 BRYANT ST, SAN FRANCISCO, CA, 94110",BRYANT ST,Mission,"(37.7620023, -122.4097674)",POINT (-122.4097674 37.7620023)
14977,17139416,"2265 ALEMANY BLVD, SAN FRANCISCO, CA, 94112",ALEMANY BLVD,Cayuga,"(37.71713302, -122.44313869)",POINT (-122.443138686 37.717133017)
14978,17139971,Intersection of 10TH ST and MINNA ST,10TH ST,South of Market,"(37.77485802, -122.41526373)",POINT (-122.415263727 37.774858025)
14979,17138502,"30 COLLINGWOOD ST, SAN FRANCISCO, CA, 94114",COLLINGWOOD ST,Castro,"(37.76198058, -122.43643631)",POINT (-122.436436313 37.761980577)
14980,17150141,"2285 BROADWAY, SAN FRANCISCO, CA, 94116",BROADWAY,Pacific Heights,"(37.79423194, -122.43454819)",POINT (-122.434548193 37.794231936)
14981,17151883,"1750 HARRISON ST, SAN FRANCISCO, CA, 94103",HARRISON ST,Mission,"(37.76906685, -122.41405848)",POINT (-122.414058481 37.769066848)
14982,17141531,Intersection of GEARY BLVD and 10TH AVE,GEARY BLVD,Inner Richmond,"(37.78083033, -122.46874811)",POINT (-122.468748109 37.780830328)
14984,17139473,"498 CASTRO ST, SAN FRANCISCO, CA, 94114",CASTRO ST,Castro,"(37.76120708, -122.43515668)",POINT (-122.435156678 37.76120708)
14985,17146034,Intersection of ELLIS ST and INCA LN,ELLIS ST,Western Addition,"(37.78278149, -122.42895377)",POINT (-122.428953766 37.782781489)
14986,17152126,"505 POLK ST, SAN FRANCISCO, CA, 94102",POLK ST,Civic Center,"(37.7813782, -122.4190154)",POINT (-122.4190154 37.7813782)
14987,17152710,"80 13TH ST, SAN FRANCISCO, CA, 94103",13TH ST,South of Market,"(37.76958122, -122.41522986)",POINT (-122.415229864 37.769581217)
14989,17153968,"96 LAFAYETTE ST, SAN FRANCISCO, CA, 94103",LAFAYETTE ST,South of Market,"(37.77260407, -122.4166421)",POINT (-122.416642095 37.772604072)
14990,17135200,"2630 GEARY BLVD, SAN FRANCISCO, CA, 94115",GEARY BLVD,Laurel Heights / Jordan Park,"(37.78296503, -122.44698999)",POINT (-122.446989989 37.782965033)
14991,17153313,"750 EDDY ST, SAN FRANCISCO, CA, 94109",EDDY ST,Tenderloin,"(37.78347031, -122.42016062)",POINT (-122.420160621 37.783470308)
14993,17146638,Intersection of 4TH ST and STILLMAN ST,4TH ST,South of Market,"(37.78006874, -122.39855625)",POINT (-122.398556247 37.780068738)
14994,17136888,"1551 VALENCIA ST, SAN FRANCISCO, CA, 94110 (Virtual)",VALENCIA ST,Bernal Heights,"(37.74798905, -122.42014676)",POINT (-122.42014676 37.747989047)
14995,17152797,"120 ROSE ST, SAN FRANCISCO, CA, 94102",ROSE ST,Lower Haight,"(37.7737614, -122.422614)",POINT (-122.422614 37.7737614)
14996,17138438,"103 ASHBURY ST, SAN FRANCISCO, CA, 94117",ASHBURY ST,Panhandle,"(37.77447426, -122.44779825)",POINT (-122.44779825 37.774474259)
14997,17146454,"455 MAIN ST, SAN FRANCISCO, CA, 94105",MAIN ST,Rincon Hill,"(37.7880767, -122.3896032)",POINT (-122.3896032 37.7880767)
