,CaseID,Address,Street,Neighborhood,Point,point_geom,Mapped Neighborhood,geometry
5133,16918327,"1006 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.78078713, -122.40910207)",POINT (-122.409102073 37.780787129),South of Market,POINT (-122.40910207 37.78078713)
5138,16903609,"105 RUSS ST, SAN FRANCISCO, CA, 94103",RUSS ST,South of Market,"(37.77879469, -122.40800875)",POINT (-122.408008745 37.778794694),South of Market,POINT (-122.40800875 37.77879469)
5157,16905604,Intersection of HARRISON ST and LANGTON ST,HARRISON ST,South of Market,"(37.77510216, -122.40687516)",POINT (-122.406875157 37.775102165),South of Market,POINT (-122.40687516 37.77510216)
5161,16912650,"874 HARRISON ST, SAN FRANCISCO, CA, 94107",HARRISON ST,South of Market,"(37.7795552, -122.4015001)",POINT (-122.4015001 37.7795552),South of Market,POINT (-122.4015001 37.7795552)
5163,16905697,"50 WASHBURN ST, SAN FRANCISCO, CA, 94103",WASHBURN ST,South of Market,"(37.77530567, -122.41435769)",POINT (-122.414357694 37.775305666),South of Market,POINT (-122.41435769 37.77530567)
5166,16920337,"849 MARKET ST, SAN FRANCISCO, CA, 94103",MARKET ST,South of Market,"(37.78476477, -122.40693077)",POINT (-122.406930774 37.78476477),South of Market,POINT (-122.40693077 37.78476477)
5167,16915970,"450 4TH ST, SAN FRANCISCO, CA, 94107",4TH ST,South of Market,"(37.78018391, -122.3987317)",POINT (-122.398731698 37.780183914),South of Market,POINT (-122.3987317 37.78018391)
5174,16910226,"450 4TH ST, SAN FRANCISCO, CA, 94107",4TH ST,South of Market,"(37.780199, -122.3986874)",POINT (-122.3986874 37.780199),South of Market,POINT (-122.3986874 37.780199)
5176,16920607,"121 7TH ST, SAN FRANCISCO, CA, 94103",7TH ST,South of Market,"(37.7788446, -122.4102068)",POINT (-122.4102068 37.7788446),South of Market,POINT (-122.4102068 37.7788446)
5181,16908493,Intersection of 6TH ST and CLARA ST,6TH ST,South of Market,"(37.77761109, -122.40459481)",POINT (-122.40459481 37.777611092),South of Market,POINT (-122.40459481 37.77761109)
5189,16905182,"472 TEHAMA ST, SAN FRANCISCO, CA, 94103",TEHAMA ST,South of Market,"(37.7798706, -122.4061)",POINT (-122.4061 37.7798706),South of Market,POINT (-122.4061 37.7798706)
5195,16918666,Intersection of GORDON ST and END (000 BLOCK OF),GORDON ST,South of Market,"(37.77339075, -122.41041244)",POINT (-122.410412438 37.773390747),South of Market,POINT (-122.41041244 37.77339075)
5197,16913130,"501 8TH ST, SAN FRANCISCO, CA, 94103",8TH ST,Showplace Square,"(37.77226418, -122.40647349)",POINT (-122.406473494 37.772264182),South of Market,POINT (-122.40647349 37.77226418)
5204,16934356,"112 7TH ST, SAN FRANCISCO, CA, 94103",7TH ST,South of Market,"(37.77899657, -122.41077941)",POINT (-122.410779409 37.778996574),South of Market,POINT (-122.41077941 37.77899657)
5216,16939862,"1 RAUSCH ST, SAN FRANCISCO, CA, 94103",RAUSCH ST,South of Market,"(37.77703239, -122.41017819)",POINT (-122.410178189 37.777032388),South of Market,POINT (-122.41017819 37.77703239)
5234,16931853,"1009 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.78064721, -122.40891494)",POINT (-122.408914939 37.780647212),South of Market,POINT (-122.40891494 37.78064721)
5243,16927150,Intersection of HERON ST and BERWICK PL,HERON ST,South of Market,"(37.77483187, -122.40836544)",POINT (-122.408365442 37.774831871),South of Market,POINT (-122.40836544 37.77483187)
5248,16933034,"743 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.77656109, -122.41334976)",POINT (-122.413349765 37.776561091),South of Market,POINT (-122.41334976 37.77656109)
5272,16940652,Intersection of I-80 TO HWY 101 RAMP and I-80 WESTBOUND,I-80 TO HWY 101 RAMP,Showplace Square,"(37.7705404, -122.4057757)",POINT (-122.4057757 37.7705404),South of Market,POINT (-122.4057757 37.7705404)
5277,16922486,"450 4TH ST, SAN FRANCISCO, CA, 94107",4TH ST,South of Market,"(37.78018187, -122.3987565)",POINT (-122.398756495 37.78018187),South of Market,POINT (-122.3987565 37.78018187)
5291,16931259,Intersection of 4TH ST and STILLMAN ST,4TH ST,South of Market,"(37.7800687, -122.3985561)",POINT (-122.3985561 37.7800687),South of Market,POINT (-122.3985561 37.7800687)
5298,16930418,Intersection of 10TH ST and HARRISON ST,10TH ST,South of Market,"(37.7715853, -122.4112864)",POINT (-122.4112864 37.7715853),South of Market,POINT (-122.4112864 37.7715853)
5303,16930131,Intersection of HARRISON ST and GORDON ST,HARRISON ST,South of Market,"(37.7729082, -122.4097914)",POINT (-122.4097914 37.7729082),South of Market,POINT (-122.4097914 37.7729082)
5310,16929187,Intersection of BRYANT ST and I-80 E ON RAMP,BRYANT ST,Showplace Square,"(37.77283371, -122.40658279)",POINT (-122.406582794 37.772833707),South of Market,POINT (-122.40658279 37.77283371)
5325,16924400,Intersection of GORDON ST and END (000 BLOCK OF),GORDON ST,South of Market,"(37.7733554, -122.41038197)",POINT (-122.410381971 37.773355404),South of Market,POINT (-122.41038197 37.7733554)
5328,16925968,"520 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.77978016, -122.40819778)",POINT (-122.408197783 37.779780162),South of Market,POINT (-122.40819778 37.77978016)
5329,16936728,"1111 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.77905221, -122.41100846)",POINT (-122.41100846 37.779052214),South of Market,POINT (-122.41100846 37.77905221)
5331,16936648,"992 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.78001945, -122.40711149)",POINT (-122.407111488 37.78001945),South of Market,POINT (-122.40711149 37.78001945)
5332,16928984,Intersection of DIVISION ST and SAN BRUNO AVE,DIVISION ST,Showplace Square,"(37.76973955, -122.40587653)",POINT (-122.405876535 37.769739546),South of Market,POINT (-122.40587653 37.76973955)
5343,16927246,"905 FOLSOM ST, SAN FRANCISCO, CA, 94107",FOLSOM ST,South of Market,"(37.78005948, -122.40342848)",POINT (-122.403428481 37.780059484),South of Market,POINT (-122.40342848 37.78005948)
5345,16937459,Intersection of BRYANT ST and I-80 E ON RAMP,BRYANT ST,Showplace Square,"(37.77275288, -122.4065553)",POINT (-122.406555301 37.772752876),South of Market,POINT (-122.4065553 37.77275288)
5353,16935985,"57 COLUMBIA SQUARE ST, SAN FRANCISCO, CA, 94103",COLUMBIA SQUARE ST,South of Market,"(37.77713207, -122.40563859)",POINT (-122.405638592 37.777132071),South of Market,POINT (-122.40563859 37.77713207)
5354,16932837,"480 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.78092996, -122.40783099)",POINT (-122.407830991 37.780929956),South of Market,POINT (-122.40783099 37.78092996)
5367,16938188,"185 6TH ST, SAN FRANCISCO, CA, 94103",6TH ST,South of Market,"(37.78002978, -122.40725096)",POINT (-122.407250963 37.780029784),South of Market,POINT (-122.40725096 37.78002978)
5378,16926299,"517 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.7797747, -122.4080081)",POINT (-122.4080081 37.7797747),South of Market,POINT (-122.4080081 37.7797747)
5381,16933123,Intersection of DIVISION ST and SAN BRUNO AVE,DIVISION ST,Showplace Square,"(37.76974167, -122.40586044)",POINT (-122.405860442 37.769741666),South of Market,POINT (-122.40586044 37.76974167)
5413,16938551,"1 RAUSCH ST, SAN FRANCISCO, CA, 94103",RAUSCH ST,South of Market,"(37.7770021, -122.4101366)",POINT (-122.4101366 37.7770021),South of Market,POINT (-122.4101366 37.7770021)
5416,16936374,"1177 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.7765354, -122.41084696)",POINT (-122.410846963 37.776535399),South of Market,POINT (-122.41084696 37.7765354)
5421,16936155,"1111 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.77898306, -122.41103791)",POINT (-122.411037907 37.77898306),South of Market,POINT (-122.41103791 37.77898306)
5429,16930060,"1003 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,South of Market,"(37.78085311, -122.40874495)",POINT (-122.408744954 37.780853109),South of Market,POINT (-122.40874495 37.78085311)
5435,16923172,"279 11TH ST, SAN FRANCISCO, CA, 94103",11TH ST,South of Market,"(37.7721804, -122.41426715)",POINT (-122.414267148 37.772180395),South of Market,POINT (-122.41426715 37.7721804)
5450,16936151,"951 BRANNAN ST, SAN FRANCISCO, CA, 94103",BRANNAN ST,Showplace Square,"(37.77067032, -122.40607502)",POINT (-122.406075018 37.770670321),South of Market,POINT (-122.40607502 37.77067032)
5452,16923977,"1035 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.77893255, -122.4080561)",POINT (-122.408056098 37.778932549),South of Market,POINT (-122.4080561 37.77893255)
5458,16939684,"112 7TH ST, SAN FRANCISCO, CA, 94103",7TH ST,South of Market,"(37.77899949, -122.41082467)",POINT (-122.41082467 37.77899949),South of Market,POINT (-122.41082467 37.77899949)
5460,16925917,"695 5TH ST, SAN FRANCISCO, CA, 94107",5TH ST,South of Market,"(37.77561025, -122.39708371)",POINT (-122.397083714 37.775610248),South of Market,POINT (-122.39708371 37.77561025)
5466,16927090,"974 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.780229, -122.40660581)",POINT (-122.406605806 37.780228995),South of Market,POINT (-122.40660581 37.780229)
5480,16937327,"1177 HOWARD ST, SAN FRANCISCO, CA, 94103",HOWARD ST,South of Market,"(37.77661959, -122.41090066)",POINT (-122.410900661 37.776619586),South of Market,POINT (-122.41090066 37.77661959)
5482,16929741,"1 RAUSCH ST, SAN FRANCISCO, CA, 94103",RAUSCH ST,South of Market,"(37.777016, -122.4103085)",POINT (-122.410308502 37.777016002),South of Market,POINT (-122.4103085 37.777016)
5488,16924629,"475 4TH ST, SAN FRANCISCO, CA, 94107",4TH ST,South of Market,"(37.77990528, -122.39838025)",POINT (-122.398380247 37.779905282),South of Market,POINT (-122.39838025 37.77990528)
5491,16923022,"1007 MARKET ST, SAN FRANCISCO, CA, 94103",MARKET ST,South of Market,"(37.78199379, -122.41042925)",POINT (-122.410429251 37.781993787),South of Market,POINT (-122.41042925 37.78199379)
5497,16933124,"951 BRANNAN ST, SAN FRANCISCO, CA, 94103",BRANNAN ST,Showplace Square,"(37.77066396, -122.40606965)",POINT (-122.406069654 37.77066396),South of Market,POINT (-122.40606965 37.77066396)
5498,16924940,"21 COLUMBIA SQUARE ST, SAN FRANCISCO, CA, 94103",COLUMBIA SQUARE ST,South of Market,"(37.77772778, -122.40623019)",POINT (-122.406230194 37.777727785),South of Market,POINT (-122.40623019 37.77772778)
5503,16939458,Intersection of SAN BRUNO AVE and DIVISION ST,SAN BRUNO AVE,Showplace Square,"(37.7697352, -122.40551692)",POINT (-122.40551692 37.7697352),South of Market,POINT (-122.40551692 37.7697352)
5510,16938836,"135 5TH ST, SAN FRANCISCO, CA, 94103",5TH ST,South of Market,"(37.78272099, -122.40543121)",POINT (-122.40543121 37.782720993),South of Market,POINT (-122.40543121 37.78272099)
5524,16932160,"150 6TH ST, SAN FRANCISCO, CA, 94103",6TH ST,South of Market,"(37.78031014, -122.40797985)",POINT (-122.407979853 37.780310145),South of Market,POINT (-122.40797985 37.78031014)
5526,16931982,"498 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.78065649, -122.408121)",POINT (-122.408121005 37.780656487),South of Market,POINT (-122.408121 37.78065649)
5528,16931239,"450 4TH ST, SAN FRANCISCO, CA, 94107",4TH ST,South of Market,"(37.78018977, -122.39872519)",POINT (-122.398725192 37.780189766),South of Market,POINT (-122.39872519 37.78018977)
5533,16926366,Intersection of DIVISION ST and SAN BRUNO AVE,DIVISION ST,Showplace Square,"(37.7697475, -122.40585709)",POINT (-122.405857089 37.769747497),South of Market,POINT (-122.40585709 37.7697475)
5549,16931768,Intersection of 6TH ST and JESSIE ST,6TH ST,South of Market,"(37.78142416, -122.40923647)",POINT (-122.409236468 37.781424158),South of Market,POINT (-122.40923647 37.78142416)
5562,16939582,"701 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.7767297, -122.4127364)",POINT (-122.4127364 37.7767297),South of Market,POINT (-122.4127364 37.7767297)
5566,16928986,"951 BRANNAN ST, SAN FRANCISCO, CA, 94103",BRANNAN ST,Showplace Square,"(37.77061732, -122.40616621)",POINT (-122.406166213 37.770617316),South of Market,POINT (-122.40616621 37.77061732)
5585,16939179,"1435 FOLSOM ST, SAN FRANCISCO, CA, 94103",FOLSOM ST,South of Market,"(37.77226644, -122.41324805)",POINT (-122.413248047 37.772266444),South of Market,POINT (-122.41324805 37.77226644)
5589,16924012,"1435 FOLSOM ST, SAN FRANCISCO, CA, 94103",FOLSOM ST,South of Market,"(37.77227598, -122.41321955)",POINT (-122.413219549 37.772275985),South of Market,POINT (-122.41321955 37.77227598)
5594,16932611,"743 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.77649012, -122.41329813)",POINT (-122.413298126 37.776490121),South of Market,POINT (-122.41329813 37.77649012)
5595,16940859,Intersection of GORDON ST and HARRISON ST,GORDON ST,South of Market,"(37.772843, -122.4097083)",POINT (-122.4097083 37.772843),South of Market,POINT (-122.4097083 37.772843)
5596,16936690,"480 TEHAMA ST, SAN FRANCISCO, CA, 94103",TEHAMA ST,South of Market,"(37.7796792, -122.40631856)",POINT (-122.40631856 37.779679199),South of Market,POINT (-122.40631856 37.7796792)
5597,16922816,"43 LANGTON ST, SAN FRANCISCO, CA, 94103",LANGTON ST,South of Market,"(37.77703465, -122.40918397)",POINT (-122.40918397 37.777034648),South of Market,POINT (-122.40918397 37.77703465)
5600,16959666,"390 6TH ST, SAN FRANCISCO, CA, 94103",6TH ST,South of Market,"(37.77742713, -122.40440577)",POINT (-122.404405766 37.777427134),South of Market,POINT (-122.40440577 37.77742713)
5601,16960027,"46 LANGTON ST, SAN FRANCISCO, CA, 94103",LANGTON ST,South of Market,"(37.7768881, -122.4093091)",POINT (-122.4093091 37.7768881),South of Market,POINT (-122.4093091 37.7768881)
5603,16944984,"135 CLARA ST, SAN FRANCISCO, CA, 94107",CLARA ST,South of Market,"(37.78056869, -122.40097586)",POINT (-122.400975862 37.780568695),South of Market,POINT (-122.40097586 37.78056869)
5608,16943290,Intersection of 6TH ST and JESSIE ST,6TH ST,South of Market,"(37.78145834, -122.40921166)",POINT (-122.409211658 37.781458341),South of Market,POINT (-122.40921166 37.78145834)
5609,16960178,"30 LANGTON ST, SAN FRANCISCO, CA, 94103",LANGTON ST,South of Market,"(37.77704667, -122.40933)",POINT (-122.40933 37.777046667),South of Market,POINT (-122.40933 37.77704667)
5614,16950250,"112 7TH ST, SAN FRANCISCO, CA, 94103",7TH ST,South of Market,"(37.77899181, -122.41085515)",POINT (-122.410855148 37.778991809),South of Market,POINT (-122.41085515 37.77899181)
5617,16941440,"390 6TH ST, SAN FRANCISCO, CA, 94103",6TH ST,South of Market,"(37.77741976, -122.40442283)",POINT (-122.404422827 37.777419756),South of Market,POINT (-122.40442283 37.77741976)
5618,16955574,"951 BRANNAN ST, SAN FRANCISCO, CA, 94103",BRANNAN ST,Showplace Square,"(37.77062368, -122.4061072)",POINT (-122.406107205 37.770623676),South of Market,POINT (-122.4061072 37.77062368)
5623,16942370,Intersection of GORDON ST and END (000 BLOCK OF),GORDON ST,South of Market,"(37.77340615, -122.41040575)",POINT (-122.410405754 37.77340615),South of Market,POINT (-122.41040575 37.77340615)
5639,16944401,Intersection of GORDON ST and END (000 BLOCK OF),GORDON ST,South of Market,"(37.77341316, -122.41042972)",POINT (-122.410429721 37.773413157),South of Market,POINT (-122.41042972 37.77341316)
5644,16950814,"439 STEVENSON ST, SAN FRANCISCO, CA, 94103",STEVENSON ST,South of Market,"(37.782541, -122.4081913)",POINT (-122.4081913 37.782541),South of Market,POINT (-122.4081913 37.782541)
5646,16959676,"390 6TH ST, SAN FRANCISCO, CA, 94103",6TH ST,South of Market,"(37.77741504, -122.4044152)",POINT (-122.4044152 37.777415042),South of Market,POINT (-122.4044152 37.77741504)
5653,16951127,"480 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,South of Market,"(37.78094877, -122.40772907)",POINT (-122.407729067 37.78094877),South of Market,POINT (-122.40772907 37.78094877)
5662,16944759,"133 SHIPLEY ST, SAN FRANCISCO, CA, 94107",SHIPLEY ST,South of Market,"(37.7807681, -122.4011537)",POINT (-122.4011537 37.7807681),South of Market,POINT (-122.4011537 37.7807681)
5664,16948656,"477 JESSIE ST, SAN FRANCISCO, CA, 94103",JESSIE ST,South of Market,"(37.7819269, -122.4083445)",POINT (-122.4083445 37.7819269),South of Market,POINT (-122.4083445 37.7819269)
5670,16944547,"157 RUSS ST, SAN FRANCISCO, CA, 94103",RUSS ST,South of Market,"(37.77820105, -122.40731567)",POINT (-122.407315671 37.778201054),South of Market,POINT (-122.40731567 37.77820105)
5683,16950846,"37 LANGTON ST, SAN FRANCISCO, CA, 94103",LANGTON ST,South of Market,"(37.77695742, -122.40913815)",POINT (-122.409138145 37.776957416),South of Market,POINT (-122.40913815 37.77695742)
5684,16954099,"20 RAUSCH ST, SAN FRANCISCO, CA, 94103",RAUSCH ST,South of Market,"(37.77685082, -122.41021784)",POINT (-122.41021784 37.776850821),South of Market,POINT (-122.41021784 37.77685082)
5686,16949785,"390 6TH ST, SAN FRANCISCO, CA, 94103",6TH ST,South of Market,"(37.77746393, -122.40446198)",POINT (-122.404461982 37.777463932),South of Market,POINT (-122.40446198 37.77746393)
5691,16941344,"11 HARRIET ST, SAN FRANCISCO, CA, 94103",HARRIET ST,South of Market,"(37.77921224, -122.4075378)",POINT (-122.407537802 37.779212235),South of Market,POINT (-122.4075378 37.77921224)
5709,16945262,Intersection of STILLMAN ST and 4TH ST,STILLMAN ST,South of Market,"(37.78007953, -122.39847848)",POINT (-122.398478475 37.780079532),South of Market,POINT (-122.39847848 37.78007953)
5715,16948767,"26 LANGTON ST, SAN FRANCISCO, CA, 94103",LANGTON ST,South of Market,"(37.77724416, -122.40966816)",POINT (-122.409668159 37.777244165),South of Market,POINT (-122.40966816 37.77724416)
5718,16958806,"951 BRANNAN ST, SAN FRANCISCO, CA, 94103",BRANNAN ST,Showplace Square,"(37.7706364, -122.40611525)",POINT (-122.406115252 37.770636397),South of Market,POINT (-122.40611525 37.7706364)
5720,16944262,"747 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.77605397, -122.41285911)",POINT (-122.412859105 37.776053975),South of Market,POINT (-122.41285911 37.77605397)
5723,16950906,Intersection of DIVISION ST and SAN BRUNO AVE,DIVISION ST,Showplace Square,"(37.76974379, -122.40572231)",POINT (-122.405722308 37.769743787),South of Market,POINT (-122.40572231 37.76974379)
5739,16941699,"706 NATOMA ST, SAN FRANCISCO, CA, 94103",NATOMA ST,South of Market,"(37.77660089, -122.41234588)",POINT (-122.41234588 37.776600892),South of Market,POINT (-122.41234588 37.77660089)
5747,16956824,Intersection of SHIPLEY ST and 5TH ST,SHIPLEY ST,South of Market,"(37.7798425, -122.4028605)",POINT (-122.4028605 37.7798425),South of Market,POINT (-122.4028605 37.7798425)
5761,16949793,"58 GILBERT ST, SAN FRANCISCO, CA, 94103",GILBERT ST,South of Market,"(37.7735465, -122.4038426)",POINT (-122.4038426 37.7735465),South of Market,POINT (-122.4038426 37.7735465)
